Date,Site,VidFile,Camera,VidRecord,Timestamp,Species,Count
18/11/2019,Southeast,GP029004,GP-8,CC,8:58,Macropharyngodon negrosensis,1
18/11/2019,Southeast,GP029004,GP-8,CC,8:58,Macropharyngodon meleagris,1
18/11/2019,Southeast,GP029004,GP-8,CC,8:57,Bodianus bimacualtus,3
18/11/2019,Southeast,GP029004,GP-8,CC,9:05,Thalassoma hardwicke,1
18/11/2019,Southeast,GP029004,GP-8,CC,9:07,Thalassoma hardwicke,1
18/11/2019,Southeast,GP029004,GP-8,CC,9:07,Ctenochaetus striatus,3
18/11/2019,Southeast,GP029004,GP-8,CC,9:09,Acanthurus olivaceus,1
18/11/2019,Southeast,GP029004,GP-8,CC,9:11,Novaculichthys taeniourus,1
18/11/2019,Southeast,GP029004,GP-8,CC,9:13,Thalassoma hardwicke,1
18/11/2019,Southeast,GP029004,GP-8,CC,9:14,Scarus niger,2
18/11/2019,Southeast,GP029004,GP-8,CC,9:09,Acanthurus olivaceus,1
18/11/2019,Southeast,GP029004,GP-8,CC,9:28,Parupeneus multifasciatus,1
18/11/2019,Southeast,GP029004,GP-8,CC,9:32,Acanthurus olivaceus,1
18/11/2019,Southeast,GP029004,GP-8,CC,9:37,Thalassoma nigrofasciatum,1
18/11/2019,Southeast,GP029004,GP-8,CC,9:37,Ctenochaetus striatus,2
18/11/2019,Southeast,GP029004,GP-8,CC,9:58,Scarus sp,2
18/11/2019,Southeast,GP029004,GP-8,CC,10:10,Halichoeres nebulosus,1
18/11/2019,Southeast,GP029004,GP-8,CC,10:46,Novaculichthys taeniourus,1
18/11/2019,Southeast,GP029004,GP-8,CC,10:05,Acanthuridae,1
18/11/2019,Southeast,GP029004,GP-8,CC,10:54,Pomacentrus chrysurus,1
18/11/2019,Southeast,GP029004,GP-8,CC,11:50,Scarus rubroviolaceus,1
18/11/2019,Southeast,GP029004,GP-8,CC,11:41,Acanthurus nigrofuscus,1
18/11/2019,Southeast,GP039004,GP-8,CC,1:25,Cheilinus trilobatus,1
18/11/2019,Southeast,GP039004,GP-8,CC,1:59,Hemigymnus melapterus,2
18/11/2019,Southeast,GP039004,GP-8,CC,2:07,Pomacentrus chrysurus,2
18/11/2019,Southeast,GP039004,GP-8,CC,2:13,Halichoeres margaritaceus,1
18/11/2019,Southeast,GP039004,GP-8,CC,2:53,Cheilinus trilobatus,2
18/11/2019,Southeast,GP039004,GP-8,CC,3:29,Epibulus insidiator,1
18/11/2019,Southeast,GP039004,GP-8,CC,3:38,Centropyge bicolor,1
18/11/2019,Southeast,GP039004,GP-8,CC,5:08,Siganus puellus,2
18/11/2019,Southeast,GP039004,GP-8,CC,5:38,Scarus globiceps,1
18/11/2019,Southeast,GP039004,GP-8,CC,9:34,Siganus puellus,1
18/11/2019,Southeast,GP039004,GP-8,CC,10:54,Naso annulatus,3
18/11/2019,Southeast,GP039004,GP-8,CC,11:21,Grammatorcynus bicarinatus,2
18/11/2019,Southeast,GP039004,GP-8,CC,12:00,Grammatorcynus bicarinatus,1
19/11/2019,Resort,GOPR9031,GP-9,CB,6:10,Pomacentrus chrysurus,1
19/11/2019,Resort,GOPR9031,GP-9,CC,6:11,Chrysiptera caesifrons,1
19/11/2019,Resort,GOPR9031,GP-9,CB,6:21,Halichoeres chrysus,1
19/11/2019,Resort,GOPR9031,GP-9,CC,6:22,Epibulus insidiator,1
19/11/2019,Resort,GOPR9031,GP-9,CC,6:31,Chrysiptera caesifrons,1
19/11/2019,Resort,GOPR9031,GP-9,CB,7:14,Pomacentrus chrysurus,1
19/11/2019,Resort,GP019031,GP-9,CB,1:12,Halichoeres chrysus,1
19/11/2019,Resort,GP019031,GP-9,CB,1:25,Lutjanus carponotatus,1
19/11/2019,Resort,GP019031,GP-9,CB,5:53,Chaetodon lunulatus,2
19/11/2019,Resort,GP019031,GP-9,CC,6:20,Chrysiptera caesifrons,1
19/11/2019,Resort,GP019031,GP-9,CC,6:29,Pomacentrus moluccensis,1
19/11/2019,Resort,GP019031,GP-9,CC,7:49,Diagramma sp,2
19/11/2019,Resort,GP019031,GP-9,CB,8:04,Lethrinus atkinsoni,1
19/11/2019,Resort,GP019031,GP-9,CB,8:28,Chaetodon lineolatus,2
19/11/2019,Resort,GP019031,GP-9,CB,8:38,unknown,1
19/11/2019,Resort,GP019031,GP-9,CC,8:50,Scarus niger,1
19/11/2019,Resort,GP019031,GP-9,CC,9:18,Lutjanus carponotatus,1
19/11/2019,Resort,GP019031,GP-9,CC,9:54,Hemigymnus melapterus,1
19/11/2019,Resort,GP019031,GP-9,CB,10:27,Scarus niger,1
19/11/2019,Resort,GP019031,GP-9,CB,11:09,Hemigymnus melapterus,1
